term,coef,std_err,p_value,n_obs,r_squared,model,formula,note,exposure_source
C(city)[T.Jincheng],-0.06766154735425395,0.09367533795383078,0.4701110322573876,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jingdezhen],-0.32176050839564285,0.11657273639546771,0.005777138381343984,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jingmen],-0.2300376264065812,0.15300098975842807,0.13270908193804257,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jinhua],-0.23003762640658226,0.1530009897584283,0.13270908193804135,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jining],-0.19518992464074542,0.11471798341034312,0.08885359317453313,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jinjiang],-0.34923195657937306,0.11570549626664751,0.002542112128612072,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jinzhong],-0.07825546041550455,0.12896428817605457,0.5439840065977745,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jiujiang],-0.20475074834228862,0.10384688293718868,0.04864842936159367,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Jiyuan],-0.2121427555913395,0.09216106749310171,0.02134252948528818,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Karamay],-0.08774098828893284,0.10621552476810454,0.408766895785177,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Kunming],-0.1706754998238695,0.0920612532166321,0.06374858364923924,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Lanzhou],-0.23222219652602033,0.10074156476960412,0.02115940864086998,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Lhasa],0.08579504156979045,0.2550226922543094,0.7365532607323142,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Lianyungang],-0.1445307492832364,0.12283394490588125,0.2393411225714288,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Liaocheng],-0.32176050839564,0.11657273639546728,0.005777138381344231,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Lingyuan],0.007360789947884749,0.10847980495326559,0.9459018477267741,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Linyi],-0.07731096882921551,0.09965767178791939,0.43788754516838746,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Liupanshui],-0.052822375224386486,0.1273176848485772,0.6782250701987349,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Liuzhou],-0.10529207333794909,0.10292959771707832,0.3063303783323923,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Liyang],-0.37670340476310155,0.11832038363775021,0.0014537676359101042,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Luoyang],-0.025722738054577865,0.10249194135168532,0.8018347724542574,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Luzhou],-0.3217605083956443,0.11657273639546742,0.005777138381343641,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Maoming],-0.08774098828893395,0.10621552476810503,0.4087668957851732,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Mengzhou],-0.10529207333795099,0.10292959771707899,0.30633037833238674,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Mianyang],-0.10694087217388289,0.10134937854625438,0.29134736359486657,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Mudanjiang],-0.2668176120281819,0.128188384210219,0.037392807694650865,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Nanchang],-0.1205449340630475,0.09300600486710896,0.1949415862878635,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Nanjing],0.020710319547925293,0.09764433944973816,0.8320293780313828,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Nantong],0.11632107226325805,0.08126535334118572,0.1523232025208865,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Ningbo],0.07628575813563793,0.07938698870706364,0.33658471096522247,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Ningde],-0.17509473003911857,0.16336358736382106,0.2838053710790672,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Ordos],0.03085214520232843,0.23959547148893162,0.8975415059561302,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Pingdingshan],-0.07825546041550635,0.12896428817605418,0.5439840065977639,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Putian],-0.10703983123886036,0.12601338898915548,0.39564083763994784,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Qingdao],0.15461358763654814,0.09767598171115269,0.11343894656405067,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Qinhuangdao],-0.159828693869294,0.09047173814119405,0.07729279349397787,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Qinzhou],0.0875201175814195,0.10105718311478985,0.38646521651171095,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Qiqihar],-0.08774098828893773,0.10621552476810492,0.4087668957851528,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Quanzhou],-0.14649940252529203,0.11570549626664786,0.20546282333527188,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Quzhou],-0.37670340476310576,0.11832038363775049,0.0014537676359099659,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Rizhao],0.357883001688588,0.0900636259404583,7.077402115806713e-05,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Sanming],0.007360789947884971,0.10847980495326545,0.9459018477267724,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Sanya],-0.3217605083956415,0.1165727363954675,0.005777138381344095,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shanghai],0.117068124525465,0.024826084656770435,2.4108343771669218e-06,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shaoxing],-0.13319835678296588,0.12626564890424236,0.29146844046842535,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shenyang],-0.05550668708486549,0.02958193606999112,0.060604353285610105,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shenzhen],-0.01391085569048111,0.034920052774061267,0.6903626548024673,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shihezi],-0.14268388465639642,0.09978358150877116,0.15273610980557234,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shijiazhuang],-0.04265410158687555,0.09648230957756795,0.6584223003554455,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Shizuishan],-0.3767034047631059,0.11832038363775041,0.0014537676359099474,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Suzhou],-0.1379988831285375,0.02273980510560729,1.2902646655473273e-09,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tai'an],-0.34923195657936956,0.11570549626664771,0.002542112128612366,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Taiyuan],0.028761703345060674,0.1183203836377507,0.8079409070111705,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Taizhou],-0.12574315026677152,0.09363658821533123,0.1793092816589128,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tangshan],0.22260635322224492,0.10217050580257477,0.0293485256351591,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tianjin],0.12089612544720141,0.04421026955441522,0.006246160415766888,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tieling],0.08579504156979,0.2550226922543086,0.7365532607323149,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tongchuan],-0.04758210641957322,0.09006362594045841,0.5972796290616725,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tongling],-0.08731580694007116,0.0590812486705627,0.1394362249695257,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Tongxiang],-0.05282237522438127,0.1273176848485764,0.678225070198763,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Urumqi],-0.1902755320373611,0.10681641776729925,0.07485818554461528,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Weifang],-0.10583004115536324,0.10107821815034355,0.29509434567427373,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wenshan],0.007360789947887247,0.10847980495326523,0.9459018477267556,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wenzhou],-0.22833216386173166,0.11388155168048193,0.04496337302496872,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wuhai],-0.3767034047631048,0.11832038363775076,0.0014537676359100415,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wuhan],0.015174953686805326,0.018000929938994974,0.39922316987850626,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wuhu],-0.2010315160233843,0.09258490653428629,0.029906945192751017,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wuxi],-0.1464994025252913,0.11570549626664779,0.20546282333527377,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Wuzhong],-0.10504589253993293,0.12035513753304891,0.3827724234829083,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xi'an],-0.0828192562457643,0.023867960580658473,0.0005206668034897721,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xiamen],0.13169865167497094,0.10711356498791753,0.21887557027326265,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xiangtan],0.00736078994788647,0.10847980495326524,0.9459018477267613,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xiangyang],-0.21352629086679506,0.09481776803187869,0.024324486644333218,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xianyang],-0.15942241803318025,0.10980718717672162,0.14654622198361608,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xichang],0.007360789947885804,0.10847980495326517,0.9459018477267661,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xingtai],0.0073607899478863315,0.10847980495326523,0.9459018477267623,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xinyu],-0.2300376264065822,0.15300098975842807,0.13270908193804082,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xuchang],-0.05066936704668848,0.1537543886318397,0.7417419333297526,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Xuzhou],-0.221442944632923,0.13616581352130538,0.10389134519512808,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yancheng],-0.2422343381774742,0.10464892264898483,0.020627536309961884,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yangzhong],-0.3767034047631032,0.11832038363775056,0.0014537676359100834,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yangzhou],-0.22788031452213459,0.09708020189292976,0.018907953657382494,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yantai],-0.14268388465639617,0.09978358150877108,0.1527361098055728,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yibin],-0.37670340476310327,0.11832038363775048,0.0014537676359100667,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yichang],-0.18406179378032328,0.09986360987598679,0.06530977120937996,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yinchuan],-0.20237609256947872,0.0986099084409169,0.04014152315194984,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yingtan],-0.02011065823584507,0.09763691022854047,0.8368112745231389,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yixing],-0.32176050839564085,0.11657273639546747,0.005777138381344191,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yueyang],-0.08774098828893451,0.10621552476810468,0.40876689578516867,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Yulin],-0.2803825992717145,0.1043011620497913,0.007183791049327623,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zaozhuang],-0.10703983123885985,0.12601338898915548,0.39564083763995006,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhangjiagang],0.028761703345060452,0.11832038363775053,0.8079409070111716,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhangzhou],-0.02273079263824987,0.11272809097409713,0.8401960887363176,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhanjiang],-0.15719985922387722,0.10058137445529959,0.11807324302604966,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhaoyuan],-0.3217605083956417,0.11657273639546749,0.0057771383813440625,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhengzhou],-0.07787197170151369,0.033791690056144796,0.021196215242099987,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
C(city)[T.Zhenjiang],-0.3217605083956412,0.11657273639546777,0.005777138381344264,380,0.4636785515033003,city_industry_pilot_x_exposure_ex_ante,log1p_projects ~ pilot_zone * high_exposure_ex_ante + C(city) + C(industry_code) + C(year),pilot x high-exposure industry (ex ante classification),ex_ante
